['Indira Gandhi International Airport (DEL)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Visakhapatnam Airport (VTZ)', 'Go First']
['Mangalore International Airport (IXE)', 'Bagdogra Airport (IXB)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Bagdogra Airport (IXB)', 'Air India']
['Mangalore International Airport (IXE)', 'Bagdogra Airport (IXB)', 'Vistara']
['Mangalore International Airport (IXE)', 'Bagdogra Airport (IXB)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Bagdogra Airport (IXB)', 'Go First']
['Mangalore International Airport (IXE)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Air India']
['Mangalore International Airport (IXE)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Vistara']
['Mangalore International Airport (IXE)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Go First']
['Mangalore International Airport (IXE)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'IndiGo']
['Mangalore International Airport (IXE)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Air India']
['Mangalore International Airport (IXE)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Vistara']
['Mangalore International Airport (IXE)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'SpiceJet']
['Mangalore International Airport (IXE)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Indira Gandhi International Airport (DEL)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Indira Gandhi International Airport (DEL)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Indira Gandhi International Airport (DEL)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Indira Gandhi International Airport (DEL)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Indira Gandhi International Airport (DEL)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Kempegowda International Airport (BLR)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Kempegowda International Airport (BLR)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Kempegowda International Airport (BLR)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Kempegowda International Airport (BLR)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Kempegowda International Airport (BLR)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Rajiv Gandhi International Airport (HYD)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Rajiv Gandhi International Airport (HYD)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Rajiv Gandhi International Airport (HYD)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Rajiv Gandhi International Airport (HYD)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Rajiv Gandhi International Airport (HYD)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Chennai International Airport (MAA)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Chennai International Airport (MAA)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Chennai International Airport (MAA)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Chennai International Airport (MAA)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Chennai International Airport (MAA)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Pune Airport (PNQ)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Pune Airport (PNQ)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Pune Airport (PNQ)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Pune Airport (PNQ)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Pune Airport (PNQ)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Goa International Airport (GOI)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Goa International Airport (GOI)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Goa International Airport (GOI)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Goa International Airport (GOI)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Goa International Airport (GOI)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Jaipur International Airport (JAI)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Jaipur International Airport (JAI)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Jaipur International Airport (JAI)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Jaipur International Airport (JAI)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Jaipur International Airport (JAI)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Cochin International Airport (COK)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Cochin International Airport (COK)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Cochin International Airport (COK)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Cochin International Airport (COK)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Cochin International Airport (COK)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Mangalore International Airport (IXE)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Mangalore International Airport (IXE)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Mangalore International Airport (IXE)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Mangalore International Airport (IXE)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Mangalore International Airport (IXE)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Trivandrum International Airport (TRV)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Trivandrum International Airport (TRV)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Trivandrum International Airport (TRV)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Trivandrum International Airport (TRV)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Trivandrum International Airport (TRV)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Surat Airport (STV)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Surat Airport (STV)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Surat Airport (STV)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Surat Airport (STV)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Surat Airport (STV)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Visakhapatnam Airport (VTZ)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Visakhapatnam Airport (VTZ)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Visakhapatnam Airport (VTZ)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Visakhapatnam Airport (VTZ)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Visakhapatnam Airport (VTZ)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Bagdogra Airport (IXB)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Bagdogra Airport (IXB)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Bagdogra Airport (IXB)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Bagdogra Airport (IXB)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Bagdogra Airport (IXB)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Go First']
['Biju Patnaik International Airport (BBI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'IndiGo']
['Biju Patnaik International Airport (BBI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Air India']
['Biju Patnaik International Airport (BBI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Vistara']
['Biju Patnaik International Airport (BBI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'SpiceJet']
['Biju Patnaik International Airport (BBI)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Go First']
['Trivandrum International Airport (TRV)', 'Indira Gandhi International Airport (DEL)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Indira Gandhi International Airport (DEL)', 'Air India']
['Trivandrum International Airport (TRV)', 'Indira Gandhi International Airport (DEL)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Indira Gandhi International Airport (DEL)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Indira Gandhi International Airport (DEL)', 'Go First']
['Trivandrum International Airport (TRV)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Air India']
['Trivandrum International Airport (TRV)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Go First']
['Trivandrum International Airport (TRV)', 'Kempegowda International Airport (BLR)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Kempegowda International Airport (BLR)', 'Air India']
['Trivandrum International Airport (TRV)', 'Kempegowda International Airport (BLR)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Kempegowda International Airport (BLR)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Kempegowda International Airport (BLR)', 'Go First']
['Trivandrum International Airport (TRV)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Air India']
['Trivandrum International Airport (TRV)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Go First']
['Trivandrum International Airport (TRV)', 'Rajiv Gandhi International Airport (HYD)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Rajiv Gandhi International Airport (HYD)', 'Air India']
['Trivandrum International Airport (TRV)', 'Rajiv Gandhi International Airport (HYD)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Rajiv Gandhi International Airport (HYD)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Rajiv Gandhi International Airport (HYD)', 'Go First']
['Trivandrum International Airport (TRV)', 'Chennai International Airport (MAA)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Chennai International Airport (MAA)', 'Air India']
['Trivandrum International Airport (TRV)', 'Chennai International Airport (MAA)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Chennai International Airport (MAA)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Chennai International Airport (MAA)', 'Go First']
['Trivandrum International Airport (TRV)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Air India']
['Trivandrum International Airport (TRV)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Go First']
['Trivandrum International Airport (TRV)', 'Pune Airport (PNQ)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Pune Airport (PNQ)', 'Air India']
['Trivandrum International Airport (TRV)', 'Pune Airport (PNQ)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Pune Airport (PNQ)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Pune Airport (PNQ)', 'Go First']
['Trivandrum International Airport (TRV)', 'Goa International Airport (GOI)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Goa International Airport (GOI)', 'Air India']
['Trivandrum International Airport (TRV)', 'Goa International Airport (GOI)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Goa International Airport (GOI)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Goa International Airport (GOI)', 'Go First']
['Trivandrum International Airport (TRV)', 'Jaipur International Airport (JAI)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Jaipur International Airport (JAI)', 'Air India']
['Trivandrum International Airport (TRV)', 'Jaipur International Airport (JAI)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Jaipur International Airport (JAI)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Jaipur International Airport (JAI)', 'Go First']
['Trivandrum International Airport (TRV)', 'Cochin International Airport (COK)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Cochin International Airport (COK)', 'Air India']
['Trivandrum International Airport (TRV)', 'Cochin International Airport (COK)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Cochin International Airport (COK)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Cochin International Airport (COK)', 'Go First']
