['London Heathrow Airport (LHR)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Barcelona-El Prat Airport (BCN)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Barcelona-El Prat Airport (BCN)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Barcelona-El Prat Airport (BCN)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Barcelona-El Prat Airport (BCN)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Barcelona-El Prat Airport (BCN)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Munich Airport (MUC)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Munich Airport (MUC)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Munich Airport (MUC)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Munich Airport (MUC)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Munich Airport (MUC)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Zurich Airport (ZRH)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Zurich Airport (ZRH)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Zurich Airport (ZRH)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Zurich Airport (ZRH)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Zurich Airport (ZRH)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Vienna International Airport (VIE)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Vienna International Airport (VIE)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Vienna International Airport (VIE)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Vienna International Airport (VIE)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Vienna International Airport (VIE)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Istanbul Airport (IST)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Istanbul Airport (IST)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Istanbul Airport (IST)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Istanbul Airport (IST)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Istanbul Airport (IST)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Copenhagen Airport (CPH)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Copenhagen Airport (CPH)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Copenhagen Airport (CPH)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Copenhagen Airport (CPH)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Copenhagen Airport (CPH)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Oslo Gardermoen Airport (OSL)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Oslo Gardermoen Airport (OSL)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Oslo Gardermoen Airport (OSL)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Oslo Gardermoen Airport (OSL)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Oslo Gardermoen Airport (OSL)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Stockholm Arlanda Airport (ARN)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Stockholm Arlanda Airport (ARN)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Stockholm Arlanda Airport (ARN)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Stockholm Arlanda Airport (ARN)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Stockholm Arlanda Airport (ARN)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Dublin Airport (DUB)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Dublin Airport (DUB)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Dublin Airport (DUB)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Dublin Airport (DUB)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Dublin Airport (DUB)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Brussels Airport (BRU)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Brussels Airport (BRU)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Brussels Airport (BRU)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Brussels Airport (BRU)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Brussels Airport (BRU)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Lisbon Humberto Delgado Airport (LIS)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Lisbon Humberto Delgado Airport (LIS)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Lisbon Humberto Delgado Airport (LIS)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Lisbon Humberto Delgado Airport (LIS)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Lisbon Humberto Delgado Airport (LIS)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Athens International Airport (ATH)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Athens International Airport (ATH)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Athens International Airport (ATH)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Athens International Airport (ATH)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Athens International Airport (ATH)', 'KLM Royal Dutch Airlines']
['Warsaw Chopin Airport (WAW)', 'Prague Václav Havel Airport (PRG)', 'Lufthansa']
['Warsaw Chopin Airport (WAW)', 'Prague Václav Havel Airport (PRG)', 'Air France']
['Warsaw Chopin Airport (WAW)', 'Prague Václav Havel Airport (PRG)', 'British Airways']
['Warsaw Chopin Airport (WAW)', 'Prague Václav Havel Airport (PRG)', 'Ryanair']
['Warsaw Chopin Airport (WAW)', 'Prague Václav Havel Airport (PRG)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'London Heathrow Airport (LHR)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'London Heathrow Airport (LHR)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'London Heathrow Airport (LHR)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'London Heathrow Airport (LHR)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'London Heathrow Airport (LHR)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Paris Charles de Gaulle Airport (CDG)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Paris Charles de Gaulle Airport (CDG)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Paris Charles de Gaulle Airport (CDG)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Paris Charles de Gaulle Airport (CDG)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Amsterdam Airport Schiphol (AMS)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Amsterdam Airport Schiphol (AMS)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Amsterdam Airport Schiphol (AMS)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Amsterdam Airport Schiphol (AMS)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Amsterdam Airport Schiphol (AMS)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Frankfurt Airport (FRA)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Frankfurt Airport (FRA)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Frankfurt Airport (FRA)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Frankfurt Airport (FRA)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Frankfurt Airport (FRA)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Barcelona-El Prat Airport (BCN)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Barcelona-El Prat Airport (BCN)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Barcelona-El Prat Airport (BCN)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Barcelona-El Prat Airport (BCN)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Barcelona-El Prat Airport (BCN)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Munich Airport (MUC)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Munich Airport (MUC)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Munich Airport (MUC)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Munich Airport (MUC)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Munich Airport (MUC)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Zurich Airport (ZRH)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Zurich Airport (ZRH)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Zurich Airport (ZRH)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Zurich Airport (ZRH)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Zurich Airport (ZRH)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Vienna International Airport (VIE)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Vienna International Airport (VIE)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Vienna International Airport (VIE)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Vienna International Airport (VIE)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Vienna International Airport (VIE)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Istanbul Airport (IST)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Istanbul Airport (IST)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Istanbul Airport (IST)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Istanbul Airport (IST)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Istanbul Airport (IST)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Copenhagen Airport (CPH)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Copenhagen Airport (CPH)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Copenhagen Airport (CPH)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Copenhagen Airport (CPH)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Copenhagen Airport (CPH)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Oslo Gardermoen Airport (OSL)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Oslo Gardermoen Airport (OSL)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Oslo Gardermoen Airport (OSL)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Oslo Gardermoen Airport (OSL)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Oslo Gardermoen Airport (OSL)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Stockholm Arlanda Airport (ARN)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Stockholm Arlanda Airport (ARN)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Stockholm Arlanda Airport (ARN)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Stockholm Arlanda Airport (ARN)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Stockholm Arlanda Airport (ARN)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Dublin Airport (DUB)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Dublin Airport (DUB)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Dublin Airport (DUB)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Dublin Airport (DUB)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Dublin Airport (DUB)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Brussels Airport (BRU)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Brussels Airport (BRU)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Brussels Airport (BRU)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Brussels Airport (BRU)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Brussels Airport (BRU)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Lisbon Humberto Delgado Airport (LIS)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Lisbon Humberto Delgado Airport (LIS)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Lisbon Humberto Delgado Airport (LIS)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Lisbon Humberto Delgado Airport (LIS)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Lisbon Humberto Delgado Airport (LIS)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Athens International Airport (ATH)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Athens International Airport (ATH)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Athens International Airport (ATH)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Athens International Airport (ATH)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Athens International Airport (ATH)', 'KLM Royal Dutch Airlines']
['Prague Václav Havel Airport (PRG)', 'Warsaw Chopin Airport (WAW)', 'Lufthansa']
['Prague Václav Havel Airport (PRG)', 'Warsaw Chopin Airport (WAW)', 'Air France']
['Prague Václav Havel Airport (PRG)', 'Warsaw Chopin Airport (WAW)', 'British Airways']
['Prague Václav Havel Airport (PRG)', 'Warsaw Chopin Airport (WAW)', 'Ryanair']
['Prague Václav Havel Airport (PRG)', 'Warsaw Chopin Airport (WAW)', 'KLM Royal Dutch Airlines']
